president,num_rel,num_abs,year,exec_order_signed_date,title
Herbert Hoover,910,5979,1932,Dec. 19,"New Mexico, Revocation of Lands Withdrawn for Resurvey"
Herbert Hoover,911,5980,1932,Dec. 22,"Oregon and California Railroad Grant Lands, Modification, Authorization to the Interior Department to Withdraw Lands for Air Navigation Facilities"
Herbert Hoover,912,5981,1932,Dec. 22,"John T. Crowley, Exemption from Compulsory Retirement"
Herbert Hoover,913,5982,1932,Dec. 22,"Charles J. Harlow, Exemption from Compulsory Retirement"
Herbert Hoover,914,5983,1932,Dec. 23,"California, Revocation of Lands Withdrawn for Classification and Pending Legislation"
Herbert Hoover,915,5984,1932,Dec. 23,"Civil Service Rule VII, Section 1, Paragraph a, Amendment"
Herbert Hoover,916,5985,1933,Jan. 03,"Montana, Restoration of Coal Land Withdrawal, Montana No. 1"
Herbert Hoover,917,5986,1933,Jan. 03,"James W. Higgins, Jr., Exemption from Civil Service Rules on Appointment"
Herbert Hoover,918,5987,1933,Jan. 04,"California, Revocation of Lands Withdrawn for Air Mail Beacon Sites and Landing Fields"
Herbert Hoover,919,5988,1933,Jan. 05,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,920,5989,1933,Jan. 05,"Charles Orrin Townsend, Exemption from Compulsory Retirement"
Herbert Hoover,921,5990,1933,Jan. 09,"Colorado, Land Withdrawal for a Forest Administrative Site"
Herbert Hoover,922,5991,1933,Jan. 12,"Oregon, Transfer of Lands between Deschutes and Fremont National Forests"
Herbert Hoover,923,5992,1933,Jan. 12,"Charles Carran, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,924,5993,1933,Jan. 13,"Baton Rouge, La., Designation as a Customs Port of Entry"
Herbert Hoover,925,5994,1933,Jan. 13,"Minnesota, Land Withdrawal Pending Legislation"
Herbert Hoover,926,5995,1933,Jan. 13,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,927,5996,1933,Jan. 13,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,928,5997,1933,Jan. 17,"Dirrelle Chancy, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,929,5998,1933,Jan. 17,"Charles Gallagher, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,930,5999,1933,Jan. 17,"Martha Owczarzak, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,931,6000,1933,Jan. 18,"Josephine Horigan, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,932,6001,1933,Jan. 18,"Land offices in Little Rock, Ark., Alliance, Nebr., Cass Lake, Minn., and Gainesville, Fla., Transfer of Business to the General Land Office in Washington, D.C."
Herbert Hoover,933,6002,1933,Jan. 18,"Arizona, Land Withdrawal for an Administrative Site for the Maintenance and Operation of Gaging Stations"
Herbert Hoover,934,6003,1933,Jan. 18,"Paula Gillespie, Inclusion in the Classified Service"
Herbert Hoover,935,6004,1933,Jan. 19,"Oliver M. Maxam, Exemption from Compulsory Retirement"
Herbert Hoover,936,6005,1933,Jan. 21,"Kathleen M. Glancy, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,937,6005-,1933,Jan. 21,"- Revoking Executive Order No. 3360 of November 28, 1920, Prescribing Specifications for an Official Flag for the Office of the Secretary of State"
Herbert Hoover,938,6006,1933,Jan. 23,"Alaska, Land Withdrawal for Public Water Reserve No. 147"
Herbert Hoover,939,6007,1933,Jan. 26,"Carl R. Shepard, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,940,6008,1933,Jan. 30,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,941,6009,1933,Jan. 31,"California, Transfer of Jurisdiction of Lands to the Navy Department for Naval Purposes"
Herbert Hoover,942,6010,1933,Jan. 31,"Panama Canal Zone, Boundary Revisions for Fort Randolph and France Field"
Herbert Hoover,943,6011,1933,Feb. 01,"Tongass National Forest, Alaska, Exclusion of Lands from, and Such Lands Opened to Entry"
Herbert Hoover,944,6012,1933,Feb. 01,"Utah, Land Withdrawal for an Agricultural Range Experiment Station"
Herbert Hoover,945,6013,1933,Feb. 03,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,946,6014,1933,Feb. 06,"Oregon, Land Withdrawal for Resurvey"
Herbert Hoover,947,6015,1933,Feb. 06,"Montana, Restoration of Coal Land Withdrawal, Montana No. 1"
Herbert Hoover,948,6016,1933,Feb. 06,"Secretary of the Interior, Authorization to Issue Oil and Gas Permits and Leases on Withdrawn Oil Shale Lands"
Herbert Hoover,949,6017,1933,Feb. 07,"Consular Regulations, Amendment"
Herbert Hoover,950,6018,1933,Feb. 07,"Alien Property Custodian, Delegation of Further Powers under the Trading with the Enemy Act"
Herbert Hoover,951,6019,1933,Feb. 07,"Oregon and Utah, Land Withdrawal for Public Water Reserve No. 148"
Herbert Hoover,952,6020,1933,Feb. 09,"Richard H. Knight, Exemption from Civil Service Rules on Reinstatement"
Herbert Hoover,953,6021,1933,Feb. 09,Sick Leave Regulations
Herbert Hoover,954,6022,1933,Feb. 10,"Ernest F. Moessncr, Exemption from Compulsory Retirement"
Herbert Hoover,955,6022-,1933,Feb. 10,"- Harry A. McBride, Inclusion in the Classified Service"
Herbert Hoover,956,6023,1933,Feb. 11,"District of Columbia, Airspace Reservation"
Herbert Hoover,957,6024,1933,Feb. 11,"Edward N. Dingley, Jr., Exemption from Civil Service Rules on Reinstatement"
Herbert Hoover,958,6025,1933,Feb. 14,"Montana and Wyoming, Land Withdrawal for Public Water Reserve No. 149"
Herbert Hoover,959,6026,1933,Feb. 14,"Sterling L. Morelock, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,960,6027,1933,Feb. 14,"John Storey, Exemption from Compulsory Retirement"
Herbert Hoover,961,6028,1933,Feb. 16,Appointment of Certain Individuals in the Labor Department without Compliance with Civil Service Rules
Herbert Hoover,962,6029,1933,Feb. 16,"Mary Stewart, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,963,6030,1933,Feb. 17,"Charles J. James, Exemption from Compulsory Retirement"
Herbert Hoover,964,6031,1933,Feb. 18,"Alice W. Goodwin, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,965,6032,1933,Feb. 18,"Isaac Gregg, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,966,6033,1933,Feb. 18,"Ann F. Kammerer, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,967,6034,1933,Feb. 18,"Joseph A. Kinnahan, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,968,6035,1933,Feb. 18,"Kenneth C. Macpherson, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,969,6036,1933,Feb. 18,"Edmond M. Martin, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,970,6037,1933,Feb. 18,"Alice Mummenhoff, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,971,6038,1933,Feb. 20,"Laurence Gouverneur Hoes, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,972,6039,1933,Feb. 20,"Alaska, Revocation of Land Withdrawal and Other Lands to be Withdrawn for the Alaska Game Commission and War Department"
Herbert Hoover,973,6040,1933,Feb. 20,"Oregon, Land Withdrawal for Public Water Reserve No. 150"
Herbert Hoover,974,6041,1933,Feb. 21,"Adelle B. Freeman, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,975,6042,1933,Feb. 21,"Grace F. Smythe, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,976,6043,1933,Feb. 23,"Civil Service Rule IX, Section lb, Amendment"
Herbert Hoover,977,6044,1933,Feb. 23,"Alaska, Land Withdrawal to Protect Native Fishing Rights"
Herbert Hoover,978,6045,1933,Feb. 24,"Sitka Dock Site, Alaska, Modification of Land Description"
Herbert Hoover,979,6046,1933,Feb. 24,"Civil Service Rules, Schedule A, Subdivision IV, Paragraph 10, Amendment"
Herbert Hoover,980,6047,1933,Feb. 25,"Civil Service Rules, Schedule A, Subdivision III, Paragraph 1, Revocation"
Herbert Hoover,981,6048,1933,Feb. 25,"Harry E. Timmis, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,982,6049,1933,Feb. 27,"Milton Harold Powell, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,983,6050,1933,Feb. 27,"Tongass National Forest, Alaska, Exclusion of Lands for an Army Radio Station"
Herbert Hoover,984,6051,1933,Feb. 27,"Virgin Islands, Federal Employees, Permission to Hold Positions in the Local Colonial Councils"
Herbert Hoover,985,6052,1933,Feb. 27,"Marie K. Kaley, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,986,6053,1933,Feb. 28,"California, Modification of Reservoir Site Reserve No. 17"
Herbert Hoover,987,6054,1933,Feb. 28,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,988,6055,1933,Feb. 28,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,989,6056,1933,Feb. 28,"G. Harold Keatley, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,990,6057,1933,Mar. 01,"Clara L. Hess, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,991,6058,1933,Mar. 01,"Mrs. Jessie N. Barber, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,992,6059,1933,Mar. 02,"Irvin S. Goldbarth, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,993,6060,1933,Mar. 02,"President's Emergency Committee and the President's Organization for Unemployment Relief, Transfer of Records to the Commerce Department"
Herbert Hoover,994,6061,1933,Mar. 02,"Joseph Gambaro and Solomon Israel, Exemption from Civil Service Rules on Appointments"
Herbert Hoover,995,6062,1933,Mar. 02,"Ruby Mac Webb, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,996,6063,1933,Mar. 02,"Ellen T. Purcell and J. Elizabeth Williams, Exemption from Civil Service Rules on Appointments"
Herbert Hoover,997,6064,1933,Mar. 03,Revocation of Order Restricting the Transportation of Passengers from Certain Oriental Ports to the U.S.
Herbert Hoover,998,6065,1933,Mar. 03,"Boulder Canyon Wildlife Refuge, Arizona and Nevada, Establishment"
Herbert Hoover,999,6066,1933,Mar. 03,"Edwin Sheddan Cunningham, Retention in the Foreign Service"
Herbert Hoover,1000,6067,1933,Mar. 03,"Thomas H. Allen, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,1001,6068,1933,Mar. 03,"Daphne Mary Byrne, Appointment in the Classified Service"
Herbert Hoover,1002,6069,1933,Mar. 03,"John M. Hooe, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,1003,6070,1933,Mar. 03,"Mary A. McClung, Exemption from Civil Service Rules on Appointment"
Franklin D. Roosevelt,1,6071,1933,"March 8, 1933",Appointment of August A. Gennerich
Franklin D. Roosevelt,2,6072,1933,"March 8, 1933",Transfer of Control and Jurisdiction of Certain Buildings at Cristobal to the Navy Department
Franklin D. Roosevelt,3,6073,1933,"March 10, 1933",Regulations Concerning the Operation of Banks
Franklin D. Roosevelt,4,6074,1933,"March 13, 1933",Amending Civil Service Rules Pertaining to Appointments
Franklin D. Roosevelt,5,6075,1933,"March 15, 1933",Reserving Certain Described Lands in Colorado Pending Resurvey
Franklin D. Roosevelt,6,6076,1933,"March 15, 1933",Reserving Certain Described Lands in New Mexico Pending Resurvey
Franklin D. Roosevelt,7,6077,1933,"March 15, 1933",Reserving Certain Described Lands in New Mexico Pending Resurvey
Franklin D. Roosevelt,8,6078,1933,"March 18, 1933",Leafie E. Dietz Designated to Sign President's Name to Land Patents
Franklin D. Roosevelt,9,6079,1933,"March 18, 1933",Helen V. McLeod Designated to Sign President's Name to Land Patents in Absence of Regular Clerk
Franklin D. Roosevelt,10,6080,1933,"March 18, 1933","Authorizes Appointment of Bank Conservators, If Necessary, to Protect Bank Assets"
Franklin D. Roosevelt,11,6081,1933,"March 24, 1933",Reserving Certain Described Lands in California for Public Camp Ground Purposes
Franklin D. Roosevelt,12,6082,1933,"March 25, 1933",Reserving Certain Described Lands in Wyoming Pending Resurvey
Franklin D. Roosevelt,13,6083,1933,"March 25, 1933",Amending Civil Service Rules Pertaining to Positions Exempt from Examination
Franklin D. Roosevelt,14,6084,1933,"March 27, 1933",Consolidating Federal Farm Credit Agencies
Franklin D. Roosevelt,15,6085,1933,"March 28, 1933","Announcing the Index Figures for the Cost of Living for the Six Months' Periods Ending June 30, 1928, and December 31, 1932"
Franklin D. Roosevelt,16,6086,1933,"March 28, 1933",Establishing the Rio Grande Wildlife Refuge
Franklin D. Roosevelt,17,6087,1933,"March 28, 1933",Certain Described Lands in Colorado Withdrawn Pending Resurvey
Franklin D. Roosevelt,18,6088,1933,"March 29, 1933",Exemption of Harry O. Bailey from Compulsory Retirement for Age
Franklin D. Roosevelt,19,6089,1933,"March 31, 1933","Entitlement to Pensions, Parts I, II and III"
Franklin D. Roosevelt,20,6090,1933,"March 31, 1933",Effective Dates of Awards of Disability and Death Pensions; Provisions for Filing Claims and the Review of Claims on Appeal
Franklin D. Roosevelt,21,6091,1933,"March 31, 1933",Veterans Regulation No. 3: Schedule for Rating Disabilities
Franklin D. Roosevelt,22,6092,1933,"March 31, 1933",Veterans Regulations No. 4
Franklin D. Roosevelt,23,6093,1933,"March 31, 1933",Veterans Regulations No. 5
Franklin D. Roosevelt,24,6094,1933,"March 31, 1933","Veterans Regulation No. 6: Eligibility for Domiciliary or Hospital Care, Including Medical Treatment"
Franklin D. Roosevelt,25,6095,1933,"March 31, 1933",Veterans Regulation No. 7: Eligibility for Medical Care for Veterans of Any War
Franklin D. Roosevelt,26,6096,1933,"March 31, 1933",Veterans Regulation No. 8: Yearly Renewable Term Insurance
Franklin D. Roosevelt,27,6097,1933,"March 31, 1933",Veterans Regulation No. 9: Payment of Burial Expenses of Deceased War Veterans
Franklin D. Roosevelt,28,6098,1933,"March 31, 1933",Veterans Regulation No.10: Miscellaneous Provisions
Franklin D. Roosevelt,29,6099,1933,"March 31, 1933",Veterans Regulation No.11: Disclosure of Information and Furnishing Copies of Records
Franklin D. Roosevelt,30,6100,1933,"March 31, 1933","Veterans Regulations No.12: Presumption of Entitlement to Pensions for Spanish-War Veterans and Certain Widows Children, and Dependent Parents of Deceased World War Veterans"
Franklin D. Roosevelt,31,6101,1933,"April 5, 1933",Relief of Unemployment Through The Performance of Useful Public Work (Starting the Civilian Conservation Corps)
Franklin D. Roosevelt,32,6102,1933,"April 5, 1933","Forbidding the Hoarding of Gold Coin, Gold Bullion, and Gold Certificates"
Franklin D. Roosevelt,33,6103,1933,"April 5, 1933",Exemption of Banking Emergency Employees from Civil Service Rules
Franklin D. Roosevelt,34,6104,1933,"April 6, 1933",Transfer of Lands in Oregon from the Cascade and Santiam National Forests to the Willamette National Forest
Franklin D. Roosevelt,35,6105,1933,"April 6, 1933",Appointment of Miss Jessie B. Saunders
Franklin D. Roosevelt,36,6106,1933,"April 10, 1933","Exemption of Hugh A. Morrison and David E. Roberts, Library of Congress from Compulsory Retirement for Age"
Franklin D. Roosevelt,37,6106-,1933,"April 10, 1933",Relief of Unemployment Through the Performance of Useful Public Work
Franklin D. Roosevelt,38,6107,1933,"April 11, 1933",Exemption of Reuben Perry from Compulsory Retirement for Age
Franklin D. Roosevelt,39,6108,1933,"April 12, 1933","Waiver of Provisions of Executive Order No. 9 of January 17, 1873 for Raymond Moley"
Franklin D. Roosevelt,40,6109,1933,"April 12, 1933",Relief of Unemployment Through the Performance of Useful Public Work
Franklin D. Roosevelt,41,6110,1933,"April 15, 1933","Modification of Public Water Reserve No. 52, Nevada"
Franklin D. Roosevelt,42,6111,1933,"April 20, 1933",On Transactions in Foreign Exchange
Franklin D. Roosevelt,43,6112,1933,"April 22, 1933",Partial Revocation of Withdrawal of Certain Lands for Transmission-Line Right-of-Way in California and Nevada
Franklin D. Roosevelt,44,6113,1933,"April 22, 1933",Withdrawing Lands for Right-of-Way for Transmission Line to Convey Power from Boulder Canyon Project to the City of Los Angeles
Franklin D. Roosevelt,45,6114,1933,"April 22, 1933",Appointment of Mrs. May Cairns Aimone
Franklin D. Roosevelt,46,6115,1933,"April 25, 1933",Revision and Codification of the Nationality Laws of the United States
Franklin D. Roosevelt,47,6116,1933,"April 29, 1933",Public Water Reserve No. 151; California
Franklin D. Roosevelt,48,6117,1933,"May 2, 1933","Harney National Forest, South Dakota (Lands Added)"
Franklin D. Roosevelt,49,6118,1933,"May 2, 1933",Transferring Control of Certain Land to the Secretary of War (Alaska)
Franklin D. Roosevelt,50,6119,1933,"May 2, 1933",Withdrawal of Public Lands for Resurvey (California)
Franklin D. Roosevelt,51,6120,1933,"May 2, 1933",Withdrawal of Public Lands for Resurvey (California)
Franklin D. Roosevelt,52,6121,1933,"May 2, 1933",Partial Revocation of Withdrawal of Public Lands (California)
Franklin D. Roosevelt,53,6122,1933,"May 2, 1933",Withdrawal of Public Lands for Resurvey (Colorado)
Franklin D. Roosevelt,54,6123,1933,"May 2, 1933",Withdrawal of Public Lands for Resurvey (Colorado)
Franklin D. Roosevelt,55,6124,1933,"May 2, 1933",Withdrawal of Public Lands for Resurvey (Colorado)
Franklin D. Roosevelt,56,6125,1933,"May 2, 1933","Public Water Restoration No. 75 (Montana, New Mexico, Wyoming)"
Franklin D. Roosevelt,57,6126,1933,"May 8, 1933",Administration of the Emergency Conservation Work (Establishment of Office in District of Columbia Authorized)
